InvoiceId,CustomerId,Customer_Name,Country,InvoiceDate,Year,Month,TrackId,Track_Name,Genre,Album,Artist,Quantity,UnitPrice,Revenue
10,46,Hugh O'Reilly,Ireland,2021-02-03 00:00:00,2021,02,252,Samba Do Lado,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99,0.99
10,46,Hugh O'Reilly,Ireland,2021-02-03 00:00:00,2021,02,256,Sobremesa,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99,0.99
10,46,Hugh O'Reilly,Ireland,2021-02-03 00:00:00,2021,02,260,Sangue De Bairro,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99,0.99
10,46,Hugh O'Reilly,Ireland,2021-02-03 00:00:00,2021,02,264,Amor De Muito,Latin,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99,0.99
10,46,Hugh O'Reilly,Ireland,2021-02-03 00:00:00,2021,02,268,Maracatu Atômico [Trip Hop],Latin,Afrociberdelia,Chico Science & Nação Zumbi,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,274,Samba Makossa,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,280,Lixo Do Mangue,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,286,Firmamento,Reggae,Acústico MTV [Live],Cidade Negra,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,292,Já Foi,Reggae,Acústico MTV [Live],Cidade Negra,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,298,A Cor Do Sol,Reggae,Acústico MTV [Live],Cidade Negra,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,304,Firmamento,Reggae,Cidade Negra - Hits,Cidade Negra,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,310,Sábado A Noite,Reggae,Cidade Negra - Hits,Cidade Negra,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,316,Linha Do Equador,Latin,Na Pista,Cláudio Zoli,1,0.99,0.99
11,52,Emma Jones,United Kingdom,2021-02-06 00:00:00,2021,02,322,Livre Pra Viver,Latin,Na Pista,Cláudio Zoli,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,331,Lavadeira,Pop,Axé Bahia 2001,Various Artists,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,340,Dazed and Confused,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,349,You Shook Me(2),Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,358,Man With The Woman Head,Rock,Bongo Fury,Frank Zappa & Captain Beefheart,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,367,Leandro De Itaquera 2001,Soundtrack,Carnaval 2001,Various Artists,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,376,Vôo Sobre o Horizonte,Latin,Chill: Brazil (Disc 1),Marcos Valle,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,385,All Star,Latin,Chill: Brazil (Disc 1),Marcos Valle,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,394,Tanto Tempo,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,403,Bumbo Da Mangueira,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,412,Die Die My Darling,Metal,Garage Inc. (Disc 1),Metallica,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,421,Radio GA GA,Rock,Greatest Hits II,Queen,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,430,I'm Going Slightly Mad,Rock,Greatest Hits II,Queen,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,439,Sure Know Something,Rock,Greatest Kiss,Kiss,1,0.99,0.99
12,2,Leonie Köhler,Germany,2021-02-11 00:00:00,2021,02,448,God Of Thunder,Rock,Greatest Kiss,Kiss,1,0.99,0.99
13,16,Frank Harris,USA,2021-02-19 00:00:00,2021,02,462,Valentino's,Jazz,Heart of the Night,Spyro Gyra,1,0.99,0.99
14,17,Jack Smith,USA,2021-03-04 00:00:00,2021,03,463,Believe,Jazz,Heart of the Night,Spyro Gyra,1,0.99,0.99
14,17,Jack Smith,USA,2021-03-04 00:00:00,2021,03,464,As We Sleep,Jazz,Heart of the Night,Spyro Gyra,1,0.99,0.99
15,19,Tim Goyer,USA,2021-03-04 00:00:00,2021,03,466,J Squared,Jazz,Heart of the Night,Spyro Gyra,1,0.99,0.99
15,19,Tim Goyer,USA,2021-03-04 00:00:00,2021,03,468,Maria,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
16,21,Kathy Chase,USA,2021-03-05 00:00:00,2021,03,470,Longview,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
16,21,Kathy Chase,USA,2021-03-05 00:00:00,2021,03,472,Basket Case,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
16,21,Kathy Chase,USA,2021-03-05 00:00:00,2021,03,474,She,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
16,21,Kathy Chase,USA,2021-03-05 00:00:00,2021,03,476,Geek Stink Breath,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,480,Stuck With Me,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,484,Nice Guys Finish Last,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,488,Macy's Day Parade,Alternative & Punk,International Superhits,Green Day,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,492,Don't You Cry,Rock,Into The Light,David Coverdale,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,496,Living On Love,Rock,Into The Light,David Coverdale,1,0.99,0.99
17,25,Victor Stevens,USA,2021-03-06 00:00:00,2021,03,500,Wherever You May Go,Rock,Into The Light,David Coverdale,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,506,"Diga Lá, Coração",Latin,Meus Momentos,Gonzaguinha,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,512,Comportamento Geral,Latin,Meus Momentos,Gonzaguinha,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,518,Podres Poderes,Latin,Minha Historia,Chico Buarque,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,524,Queixa,Latin,Minha Historia,Chico Buarque,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,530,Ando Meio Desligado,Alternative & Punk,Minha História,Os Mutantes,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,536,Vida De Cachorro,Alternative & Punk,Minha História,Os Mutantes,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,542,Meu Refrigerador Não Funciona,Alternative & Punk,Minha História,Os Mutantes,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,548,Smoke On The Water,Rock,MK III The Final Concerts [Disc 1],Deep Purple,1,0.99,0.99
18,31,Martha Silk,Canada,2021-03-09 00:00:00,2021,03,554,Trampled Under Foot,Rock,Physical Graffiti [Disc 1],Led Zeppelin,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,563,União Da Ilha,Latin,Sambas De Enredo 2001,Various Artists,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,572,Put Your Lights On,Rock,Supernatural,Santana,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,581,Primavera,Rock,Supernatural,Santana,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,590,Seis Da Tarde,Latin,The Best of Ed Motta,Ed Motta,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,599,Compulsion,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,608,The Pan Piper,Jazz,The Essential Miles Davis [Disc 1],Miles Davis,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,617,Jean Pierre (Live),Jazz,The Essential Miles Davis [Disc 2],Miles Davis,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,626,Drum Boogie,Jazz,Up An' Atom,Gene Krupa,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,635,Lemon Drop,Jazz,Up An' Atom,Gene Krupa,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,644,Showcase,Jazz,Up An' Atom,Gene Krupa,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,653,Como É Duro Trabalhar,Bossa Nova,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),Latin,Vozes do MPB,Various Artists,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,671,As Rosas Não Falam (Beth Carvalho),Latin,Vozes do MPB,Various Artists,1,0.99,0.99
19,40,Dominique Lefebvre,France,2021-03-14 00:00:00,2021,03,680,Green River,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99,0.99
20,54,Steve Murray,United Kingdom,2021-03-22 00:00:00,2021,03,694,Someday Never Comes,Rock,"Chronicle, Vol. 1",Creedence Clearwater Revival,1,0.99,0.99
21,55,Mark Taylor,Australia,2021-04-04 00:00:00,2021,04,695,Walking On The Water,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
21,55,Mark Taylor,Australia,2021-04-04 00:00:00,2021,04,696,"Suzie-Q, Pt. 2",Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
22,57,Luis Rojas,Chile,2021-04-04 00:00:00,2021,04,698,Good Golly Miss Molly,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
22,57,Luis Rojas,Chile,2021-04-04 00:00:00,2021,04,700,Wrote A Song For Everyone,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
23,59,Puja Srivastava,India,2021-04-05 00:00:00,2021,04,702,Cotton Fields,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
23,59,Puja Srivastava,India,2021-04-05 00:00:00,2021,04,704,Don't Look Now,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
23,59,Puja Srivastava,India,2021-04-05 00:00:00,2021,04,706,Before You Accuse Me,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
23,59,Puja Srivastava,India,2021-04-05 00:00:00,2021,04,708,Pagan Baby,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,712,Born To Move,Rock,"Chronicle, Vol. 2",Creedence Clearwater Revival,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,716,Brasil,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,720,Coroné Antonio Bento,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,724,Música Urbana 2,Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,728,Woman Of The World (Ao Vivo),Latin,Cássia Eller - Coleção Sem Limite [Disc 2],Cássia Eller,1,0.99,0.99
24,4,Bjørn Hansen,Norway,2021-04-06 00:00:00,2021,04,732,Smells Like Teen Spirit (Ao Vivo),Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,738,Admirável Gado Novo,Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),Latin,Cássia Eller - Sem Limite [Disc 1],Cássia Eller,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,750,Drifter,Rock,Come Taste The Band,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,756,Child In Time,Rock,Deep Purple In Rock,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,762,No No No,Rock,Fireball,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,768,Knocking At Your Back Door,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,774,The Unwritten Law,Rock,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,780,Maybe I'm A Leo,Rock,Machine Head,Deep Purple,1,0.99,0.99
25,10,Eduardo Martins,Brazil,2021-04-09 00:00:00,2021,04,786,Vavoom : Ted The Mechanic,Rock,Purpendicular,Deep Purple,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,795,Hey Cisco,Rock,Purpendicular,Deep Purple,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,804,Fortuneteller,Rock,Slaves And Masters,Deep Purple,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,813,High Ball Shooter,Rock,Stormbringer,Deep Purple,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,822,A Twist In The Tail,Rock,The Battle Rages On,Deep Purple,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,831,Animal,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,840,Hysteria,Rock,Vault: Def Leppard's Greatest Hits,Def Leppard,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,849,"Baltimore, DC",Jazz,Outbreak,Dennis Chambers,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,858,Esquinas,Latin,Djavan Ao Vivo - Vol. 02,Djavan,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,867,Açai,Latin,Djavan Ao Vivo - Vol. 1,Djavan,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,876,Um Amor Puro,Latin,Djavan Ao Vivo - Vol. 1,Djavan,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,885,Fascinação,Latin,Elis Regina-Minha História,Elis Regina,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,894,Sunshine Of Your Love,Blues,The Cream Of Clapton,Eric Clapton,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,903,Lay Down Sally,Blues,The Cream Of Clapton,Eric Clapton,1,0.99,0.99
26,19,Tim Goyer,USA,2021-04-14 00:00:00,2021,04,912,Tears In Heaven,Blues,Unplugged,Eric Clapton,1,0.99,0.99
27,33,Ellie Sullivan,Canada,2021-04-22 00:00:00,2021,04,926,Naked In Front Of The Computer,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
28,34,João Fernandes,Portugal,2021-05-05 00:00:00,2021,05,927,Helpless,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
28,34,João Fernandes,Portugal,2021-05-05 00:00:00,2021,05,928,Mouth To Mouth,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
29,36,Hannah Schneider,Germany,2021-05-05 00:00:00,2021,05,930,She Loves Me Not,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
29,36,Hannah Schneider,Germany,2021-05-05 00:00:00,2021,05,932,Paths Of Glory,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
30,38,Niklas Schröder,Germany,2021-05-06 00:00:00,2021,05,934,Pristina,Alternative & Punk,Album Of The Year,Faith No More,1,0.99,0.99
30,38,Niklas Schröder,Germany,2021-05-06 00:00:00,2021,05,936,Caffeine,Alternative & Punk,Angel Dust,Faith No More,1,0.99,0.99
30,38,Niklas Schröder,Germany,2021-05-06 00:00:00,2021,05,938,RV,Alternative & Punk,Angel Dust,Faith No More,1,0.99,0.99
30,38,Niklas Schröder,Germany,2021-05-06 00:00:00,2021,05,940,Everything's Ruined,Alternative & Punk,Angel Dust,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,944,A Small Victory,Alternative & Punk,Angel Dust,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,948,Easy,Alternative & Punk,Angel Dust,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,952,The Gentle Art Of Making Enemies,Rock,King For A Day Fool For A Lifetime,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,956,Ugly In The Morning,Rock,King For A Day Fool For A Lifetime,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,960,What A Day,Rock,King For A Day Fool For A Lifetime,Faith No More,1,0.99,0.99
31,42,Wyatt Girard,France,2021-05-07 00:00:00,2021,05,964,From Out Of Nowhere,Alternative & Punk,The Real Thing,Faith No More,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,970,Underwater Love,Alternative & Punk,The Real Thing,Faith No More,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,976,Falamansa Song,Latin,Deixa Entrar,Falamansa,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,982,Avisa,Latin,Deixa Entrar,Falamansa,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,988,Desaforo,Latin,Deixa Entrar,Falamansa,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,994,The Last Song,Rock,In Your Honor [Disc 1],Foo Fighters,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,1000,What If I Do?,Rock,In Your Honor [Disc 2],Foo Fighters,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,1006,Virginia Moon,Rock,In Your Honor [Disc 2],Foo Fighters,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,1012,Times Like These,Alternative & Punk,One By One,Foo Fighters,1,0.99,0.99
32,48,Johannes Van der Berg,Netherlands,2021-05-10 00:00:00,2021,05,1018,Burn Away,Alternative & Punk,One By One,Foo Fighters,1,0.99,0.99
33,57,Luis Rojas,Chile,2021-05-15 00:00:00,2021,05,1027,See You,Rock,The Colour And The Shape,Foo Fighters,1,0.99,0.99
